METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ
"DEbest","stybtang",15,4,250,1,226.474595
"DEbest","stybtang",15,4,300,2,226.474595
"DEbest","stybtang",15,4,350,3,226.474595
"DEbest","stybtang",15,4,400,4,226.474595
"DEbest","stybtang",15,4,450,5,226.474595
"DEbest","stybtang",15,4,500,6,226.474595
"DEbest","stybtang",15,4,550,7,226.474595
"DEbest","stybtang",15,4,600,8,226.474595
"DEbest","stybtang",15,4,650,9,226.474595
"DEbest","stybtang",15,4,700,10,222.294167
"DEbest","stybtang",15,4,750,11,222.294167
"DEbest","stybtang",15,4,800,12,222.294167
"DEbest","stybtang",15,4,850,13,222.294167
"DEbest","stybtang",15,4,900,14,222.294167
"DEbest","stybtang",15,4,950,15,222.294167
"DEbest","stybtang",15,4,1000,16,222.294167
"DEbest","stybtang",15,4,1050,17,222.294167
"DEbest","stybtang",15,4,1100,18,207.875552
"DEbest","stybtang",15,4,1150,19,207.875552
"DEbest","stybtang",15,4,1200,20,160.056694
"DEbest","stybtang",15,4,1250,21,160.056694
"DEbest","stybtang",15,4,1300,22,160.056694
"DEbest","stybtang",15,4,1350,23,160.056694
"DEbest","stybtang",15,4,1400,24,160.056694
"DEbest","stybtang",15,4,1450,25,160.056694
"DEbest","stybtang",15,4,1500,26,160.056694
"DEbest","stybtang",15,4,1550,27,160.056694
"DEbest","stybtang",15,4,1600,28,160.056694
"DEbest","stybtang",15,4,1650,29,160.056694
"DEbest","stybtang",15,4,1700,30,160.056694
"DEbest","stybtang",15,4,1750,31,141.650144
"DEbest","stybtang",15,4,1800,32,139.413138
"DEbest","stybtang",15,4,1850,33,139.413138
"DEbest","stybtang",15,4,1900,34,139.413138
"DEbest","stybtang",15,4,1950,35,139.413138
"DEbest","stybtang",15,4,2000,36,139.413138
"DEbest","stybtang",15,4,2050,37,131.247648
"DEbest","stybtang",15,4,2100,38,118.227242
"DEbest","stybtang",15,4,2150,39,118.227242
"DEbest","stybtang",15,4,2200,40,118.227242
"DEbest","stybtang",15,4,2250,41,118.227242
"DEbest","stybtang",15,4,2300,42,118.227242
"DEbest","stybtang",15,4,2350,43,118.227242
"DEbest","stybtang",15,4,2400,44,118.227242
"DEbest","stybtang",15,4,2450,45,118.227242
"DEbest","stybtang",15,4,2500,46,107.807164
"DEbest","stybtang",15,4,2550,47,105.300786
"DEbest","stybtang",15,4,2600,48,89.087729
"DEbest","stybtang",15,4,2650,49,89.087729
"DEbest","stybtang",15,4,2700,50,89.087729
"DEbest","stybtang",15,4,2750,51,89.087729
"DEbest","stybtang",15,4,2800,52,89.087729
"DEbest","stybtang",15,4,2850,53,85.138351
"DEbest","stybtang",15,4,2900,54,78.553611
"DEbest","stybtang",15,4,2950,55,72.178159
"DEbest","stybtang",15,4,3000,56,70.533609
"DEbest","stybtang",15,4,3050,57,68.648083
"DEbest","stybtang",15,4,3100,58,68.648083
"DEbest","stybtang",15,4,3150,59,68.648083
"DEbest","stybtang",15,4,3200,60,67.991484
"DEbest","stybtang",15,4,3250,61,65.973129
"DEbest","stybtang",15,4,3300,62,64.626723
"DEbest","stybtang",15,4,3350,63,63.467387
"DEbest","stybtang",15,4,3400,64,63.359210
"DEbest","stybtang",15,4,3450,65,61.865144
"DEbest","stybtang",15,4,3500,66,61.865144
"DEbest","stybtang",15,4,3550,67,60.679722
"DEbest","stybtang",15,4,3600,68,60.012487
"DEbest","stybtang",15,4,3650,69,60.012487
"DEbest","stybtang",15,4,3700,70,60.012487
"DEbest","stybtang",15,4,3750,71,59.586555
"DEbest","stybtang",15,4,3800,72,58.867366
"DEbest","stybtang",15,4,3850,73,58.349304
"DEbest","stybtang",15,4,3900,74,58.349304
"DEbest","stybtang",15,4,3950,75,58.349304
"DEbest","stybtang",15,4,4000,76,58.349304
"DEbest","stybtang",15,4,4050,77,57.160495
"DEbest","stybtang",15,4,4100,78,57.160495
"DEbest","stybtang",15,4,4150,79,57.160495
"DEbest","stybtang",15,4,4200,80,56.972466
"DEbest","stybtang",15,4,4250,81,56.972466
"DEbest","stybtang",15,4,4300,82,56.972466
"DEbest","stybtang",15,4,4350,83,56.951048
"DEbest","stybtang",15,4,4400,84,56.883843
"DEbest","stybtang",15,4,4450,85,56.770477
"DEbest","stybtang",15,4,4500,86,56.770477
"DEbest","stybtang",15,4,4550,87,56.732984
"DEbest","stybtang",15,4,4600,88,56.702999
"DEbest","stybtang",15,4,4650,89,56.702999
"DEbest","stybtang",15,4,4700,90,56.702999
"DEbest","stybtang",15,4,4750,91,56.702999
"DEbest","stybtang",15,4,4800,92,56.702999
"DEbest","stybtang",15,4,4850,93,56.676876
"DEbest","stybtang",15,4,4900,94,56.615713
"DEbest","stybtang",15,4,4950,95,56.615713
"DEbest","stybtang",15,4,5000,96,56.608495
"DEbest","stybtang",15,5,250,1,273.992013
"DEbest","stybtang",15,5,300,2,273.992013
"DEbest","stybtang",15,5,350,3,273.992013
"DEbest","stybtang",15,5,400,4,253.496229
"DEbest","stybtang",15,5,450,5,228.688699
"DEbest","stybtang",15,5,500,6,228.688699
"DEbest","stybtang",15,5,550,7,228.688699
"DEbest","stybtang",15,5,600,8,157.326988
"DEbest","stybtang",15,5,650,9,157.326988
"DEbest","stybtang",15,5,700,10,157.326988
"DEbest","stybtang",15,5,750,11,157.326988
"DEbest","stybtang",15,5,800,12,157.326988
"DEbest","stybtang",15,5,850,13,157.326988
"DEbest","stybtang",15,5,900,14,157.326988
"DEbest","stybtang",15,5,950,15,157.326988
"DEbest","stybtang",15,5,1000,16,157.326988
"DEbest","stybtang",15,5,1050,17,157.326988
"DEbest","stybtang",15,5,1100,18,157.326988
"DEbest","stybtang",15,5,1150,19,157.326988
"DEbest","stybtang",15,5,1200,20,157.326988
"DEbest","stybtang",15,5,1250,21,157.326988
"DEbest","stybtang",15,5,1300,22,157.326988
"DEbest","stybtang",15,5,1350,23,144.171817
"DEbest","stybtang",15,5,1400,24,144.171817
"DEbest","stybtang",15,5,1450,25,144.171817
"DEbest","stybtang",15,5,1500,26,144.171817
"DEbest","stybtang",15,5,1550,27,144.171817
"DEbest","stybtang",15,5,1600,28,144.171817
"DEbest","stybtang",15,5,1650,29,144.171817
"DEbest","stybtang",15,5,1700,30,144.171817
"DEbest","stybtang",15,5,1750,31,144.171817
"DEbest","stybtang",15,5,1800,32,110.566482
"DEbest","stybtang",15,5,1850,33,110.566482
"DEbest","stybtang",15,5,1900,34,110.566482
"DEbest","stybtang",15,5,1950,35,110.566482
"DEbest","stybtang",15,5,2000,36,108.213862
"DEbest","stybtang",15,5,2050,37,108.213862
"DEbest","stybtang",15,5,2100,38,108.213862
"DEbest","stybtang",15,5,2150,39,108.213862
"DEbest","stybtang",15,5,2200,40,74.847500
"DEbest","stybtang",15,5,2250,41,74.847500
"DEbest","stybtang",15,5,2300,42,74.847500
"DEbest","stybtang",15,5,2350,43,74.847500
"DEbest","stybtang",15,5,2400,44,74.847500
"DEbest","stybtang",15,5,2450,45,67.265252
"DEbest","stybtang",15,5,2500,46,67.265252
"DEbest","stybtang",15,5,2550,47,67.265252
"DEbest","stybtang",15,5,2600,48,67.265252
"DEbest","stybtang",15,5,2650,49,67.265252
"DEbest","stybtang",15,5,2700,50,60.262325
"DEbest","stybtang",15,5,2750,51,55.968254
"DEbest","stybtang",15,5,2800,52,55.968254
"DEbest","stybtang",15,5,2850,53,55.968254
"DEbest","stybtang",15,5,2900,54,48.202807
"DEbest","stybtang",15,5,2950,55,48.202807
"DEbest","stybtang",15,5,3000,56,40.123660
"DEbest","stybtang",15,5,3050,57,36.876811
"DEbest","stybtang",15,5,3100,58,36.784366
"DEbest","stybtang",15,5,3150,59,36.050155
"DEbest","stybtang",15,5,3200,60,36.050155
"DEbest","stybtang",15,5,3250,61,32.239397
"DEbest","stybtang",15,5,3300,62,30.472735
"DEbest","stybtang",15,5,3350,63,23.736408
"DEbest","stybtang",15,5,3400,64,22.686366
"DEbest","stybtang",15,5,3450,65,21.341139
"DEbest","stybtang",15,5,3500,66,20.661772
"DEbest","stybtang",15,5,3550,67,20.661772
"DEbest","stybtang",15,5,3600,68,17.736314
"DEbest","stybtang",15,5,3650,69,17.736314
"DEbest","stybtang",15,5,3700,70,17.736314
"DEbest","stybtang",15,5,3750,71,17.736314
"DEbest","stybtang",15,5,3800,72,17.736314
"DEbest","stybtang",15,5,3850,73,17.367620
"DEbest","stybtang",15,5,3900,74,17.332165
"DEbest","stybtang",15,5,3950,75,16.637392
"DEbest","stybtang",15,5,4000,76,15.510789
"DEbest","stybtang",15,5,4050,77,15.510789
"DEbest","stybtang",15,5,4100,78,15.510789
"DEbest","stybtang",15,5,4150,79,15.446484
"DEbest","stybtang",15,5,4200,80,15.045345
"DEbest","stybtang",15,5,4250,81,15.045345
"DEbest","stybtang",15,5,4300,82,14.932505
"DEbest","stybtang",15,5,4350,83,14.689366
"DEbest","stybtang",15,5,4400,84,14.574976
"DEbest","stybtang",15,5,4450,85,14.562500
"DEbest","stybtang",15,5,4500,86,14.546090
"DEbest","stybtang",15,5,4550,87,14.512340
"DEbest","stybtang",15,5,4600,88,14.512340
"DEbest","stybtang",15,5,4650,89,14.402916
"DEbest","stybtang",15,5,4700,90,14.337248
"DEbest","stybtang",15,5,4750,91,14.337248
"DEbest","stybtang",15,5,4800,92,14.324151
"DEbest","stybtang",15,5,4850,93,14.321588
"DEbest","stybtang",15,5,4900,94,14.305270
"DEbest","stybtang",15,5,4950,95,14.287112
"DEbest","stybtang",15,5,5000,96,14.269594
"DEbest","stybtang",20,1,250,1,402.510565
"DEbest","stybtang",20,1,300,2,402.510565
"DEbest","stybtang",20,1,350,3,388.117733
"DEbest","stybtang",20,1,400,4,361.852060
"DEbest","stybtang",20,1,450,5,361.852060
"DEbest","stybtang",20,1,500,6,361.852060
"DEbest","stybtang",20,1,550,7,335.182716
"DEbest","stybtang",20,1,600,8,335.182716
"DEbest","stybtang",20,1,650,9,335.182716
"DEbest","stybtang",20,1,700,10,335.182716
"DEbest","stybtang",20,1,750,11,330.046929
"DEbest","stybtang",20,1,800,12,327.151739
"DEbest","stybtang",20,1,850,13,327.151739
"DEbest","stybtang",20,1,900,14,274.563964
"DEbest","stybtang",20,1,950,15,274.563964
"DEbest","stybtang",20,1,1000,16,274.563964
"DEbest","stybtang",20,1,1050,17,274.563964
"DEbest","stybtang",20,1,1100,18,260.443022
"DEbest","stybtang",20,1,1150,19,260.443022
"DEbest","stybtang",20,1,1200,20,260.443022
"DEbest","stybtang",20,1,1250,21,260.443022
"DEbest","stybtang",20,1,1300,22,255.683239
"DEbest","stybtang",20,1,1350,23,249.097794
"DEbest","stybtang",20,1,1400,24,211.577832
"DEbest","stybtang",20,1,1450,25,211.577832
"DEbest","stybtang",20,1,1500,26,211.577832
"DEbest","stybtang",20,1,1550,27,211.577832
"DEbest","stybtang",20,1,1600,28,196.027207
"DEbest","stybtang",20,1,1650,29,196.027207
"DEbest","stybtang",20,1,1700,30,196.027207
"DEbest","stybtang",20,1,1750,31,196.027207
"DEbest","stybtang",20,1,1800,32,164.988021
"DEbest","stybtang",20,1,1850,33,146.409696
"DEbest","stybtang",20,1,1900,34,145.941949
"DEbest","stybtang",20,1,1950,35,145.941949
"DEbest","stybtang",20,1,2000,36,141.415417
"DEbest","stybtang",20,1,2050,37,141.415417
"DEbest","stybtang",20,1,2100,38,129.156867
"DEbest","stybtang",20,1,2150,39,129.156867
"DEbest","stybtang",20,1,2200,40,129.156867
"DEbest","stybtang",20,1,2250,41,129.156867
"DEbest","stybtang",20,1,2300,42,129.156867
"DEbest","stybtang",20,1,2350,43,95.920122
"DEbest","stybtang",20,1,2400,44,95.920122
"DEbest","stybtang",20,1,2450,45,95.920122
"DEbest","stybtang",20,1,2500,46,82.710642
"DEbest","stybtang",20,1,2550,47,75.621488
"DEbest","stybtang",20,1,2600,48,74.020346
"DEbest","stybtang",20,1,2650,49,74.020346
"DEbest","stybtang",20,1,2700,50,74.020346
"DEbest","stybtang",20,1,2750,51,74.020346
"DEbest","stybtang",20,1,2800,52,55.585879
"DEbest","stybtang",20,1,2850,53,55.585879
"DEbest","stybtang",20,1,2900,54,55.585879
"DEbest","stybtang",20,1,2950,55,55.585879
"DEbest","stybtang",20,1,3000,56,55.585879
"DEbest","stybtang",20,1,3050,57,55.585879
"DEbest","stybtang",20,1,3100,58,37.579732
"DEbest","stybtang",20,1,3150,59,37.136503
"DEbest","stybtang",20,1,3200,60,34.974600
"DEbest","stybtang",20,1,3250,61,34.974600
"DEbest","stybtang",20,1,3300,62,28.409191
"DEbest","stybtang",20,1,3350,63,25.124034
"DEbest","stybtang",20,1,3400,64,25.124034
"DEbest","stybtang",20,1,3450,65,23.160435
"DEbest","stybtang",20,1,3500,66,22.202512
"DEbest","stybtang",20,1,3550,67,19.869523
"DEbest","stybtang",20,1,3600,68,12.218865
"DEbest","stybtang",20,1,3650,69,12.218865
"DEbest","stybtang",20,1,3700,70,12.218865
"DEbest","stybtang",20,1,3750,71,12.218865
"DEbest","stybtang",20,1,3800,72,11.638063
"DEbest","stybtang",20,1,3850,73,8.274740
"DEbest","stybtang",20,1,3900,74,8.274740
"DEbest","stybtang",20,1,3950,75,8.274740
"DEbest","stybtang",20,1,4000,76,8.274740
"DEbest","stybtang",20,1,4050,77,7.632824
"DEbest","stybtang",20,1,4100,78,7.632824
"DEbest","stybtang",20,1,4150,79,5.635702
"DEbest","stybtang",20,1,4200,80,5.407837
"DEbest","stybtang",20,1,4250,81,5.407837
"DEbest","stybtang",20,1,4300,82,3.999185
"DEbest","stybtang",20,1,4350,83,3.999185
"DEbest","stybtang",20,1,4400,84,3.819774
"DEbest","stybtang",20,1,4450,85,3.229031
"DEbest","stybtang",20,1,4500,86,2.919374
"DEbest","stybtang",20,1,4550,87,2.689359
"DEbest","stybtang",20,1,4600,88,2.427002
"DEbest","stybtang",20,1,4650,89,2.001209
"DEbest","stybtang",20,1,4700,90,2.001209
"DEbest","stybtang",20,1,4750,91,1.657669
"DEbest","stybtang",20,1,4800,92,1.418810
"DEbest","stybtang",20,1,4850,93,1.303405
"DEbest","stybtang",20,1,4900,94,1.303405
"DEbest","stybtang",20,1,4950,95,1.211305
"DEbest","stybtang",20,1,5000,96,1.210797
"DEbest","stybtang",20,2,250,1,361.266831
"DEbest","stybtang",20,2,300,2,361.266831
"DEbest","stybtang",20,2,350,3,361.266831
"DEbest","stybtang",20,2,400,4,361.266831
"DEbest","stybtang",20,2,450,5,322.936601
"DEbest","stybtang",20,2,500,6,322.936601
"DEbest","stybtang",20,2,550,7,322.936601
"DEbest","stybtang",20,2,600,8,322.936601
"DEbest","stybtang",20,2,650,9,322.936601
"DEbest","stybtang",20,2,700,10,322.936601
"DEbest","stybtang",20,2,750,11,322.936601
"DEbest","stybtang",20,2,800,12,316.962232
"DEbest","stybtang",20,2,850,13,316.962232
"DEbest","stybtang",20,2,900,14,316.962232
"DEbest","stybtang",20,2,950,15,316.962232
"DEbest","stybtang",20,2,1000,16,300.124403
"DEbest","stybtang",20,2,1050,17,256.525435
"DEbest","stybtang",20,2,1100,18,256.525435
"DEbest","stybtang",20,2,1150,19,256.525435
"DEbest","stybtang",20,2,1200,20,256.525435
"DEbest","stybtang",20,2,1250,21,256.525435
"DEbest","stybtang",20,2,1300,22,256.525435
"DEbest","stybtang",20,2,1350,23,252.490566
"DEbest","stybtang",20,2,1400,24,252.490566
"DEbest","stybtang",20,2,1450,25,252.490566
"DEbest","stybtang",20,2,1500,26,252.490566
"DEbest","stybtang",20,2,1550,27,252.490566
"DEbest","stybtang",20,2,1600,28,252.490566
"DEbest","stybtang",20,2,1650,29,252.490566
"DEbest","stybtang",20,2,1700,30,252.490566
"DEbest","stybtang",20,2,1750,31,239.938315
"DEbest","stybtang",20,2,1800,32,239.938315
"DEbest","stybtang",20,2,1850,33,227.720449
"DEbest","stybtang",20,2,1900,34,227.720449
"DEbest","stybtang",20,2,1950,35,227.720449
"DEbest","stybtang",20,2,2000,36,216.132459
"DEbest","stybtang",20,2,2050,37,216.132459
"DEbest","stybtang",20,2,2100,38,216.132459
"DEbest","stybtang",20,2,2150,39,212.512005
"DEbest","stybtang",20,2,2200,40,166.939305
"DEbest","stybtang",20,2,2250,41,162.073479
"DEbest","stybtang",20,2,2300,42,162.073479
"DEbest","stybtang",20,2,2350,43,158.051136
"DEbest","stybtang",20,2,2400,44,158.051136
"DEbest","stybtang",20,2,2450,45,158.051136
"DEbest","stybtang",20,2,2500,46,154.730985
"DEbest","stybtang",20,2,2550,47,154.730985
"DEbest","stybtang",20,2,2600,48,132.826724
"DEbest","stybtang",20,2,2650,49,132.826724
"DEbest","stybtang",20,2,2700,50,109.395714
"DEbest","stybtang",20,2,2750,51,109.395714
"DEbest","stybtang",20,2,2800,52,109.395714
"DEbest","stybtang",20,2,2850,53,109.395714
"DEbest","stybtang",20,2,2900,54,97.359845
"DEbest","stybtang",20,2,2950,55,92.091685
"DEbest","stybtang",20,2,3000,56,92.091685
"DEbest","stybtang",20,2,3050,57,92.091685
"DEbest","stybtang",20,2,3100,58,87.936976
"DEbest","stybtang",20,2,3150,59,77.751070
"DEbest","stybtang",20,2,3200,60,70.835758
"DEbest","stybtang",20,2,3250,61,70.835758
"DEbest","stybtang",20,2,3300,62,61.656191
"DEbest","stybtang",20,2,3350,63,61.656191
"DEbest","stybtang",20,2,3400,64,55.484347
"DEbest","stybtang",20,2,3450,65,55.484347
"DEbest","stybtang",20,2,3500,66,55.484347
"DEbest","stybtang",20,2,3550,67,54.573039
"DEbest","stybtang",20,2,3600,68,48.277072
"DEbest","stybtang",20,2,3650,69,37.687852
"DEbest","stybtang",20,2,3700,70,37.687852
"DEbest","stybtang",20,2,3750,71,33.994961
"DEbest","stybtang",20,2,3800,72,33.994961
"DEbest","stybtang",20,2,3850,73,32.708825
"DEbest","stybtang",20,2,3900,74,32.708825
"DEbest","stybtang",20,2,3950,75,29.590244
"DEbest","stybtang",20,2,4000,76,28.444297
"DEbest","stybtang",20,2,4050,77,24.626999
"DEbest","stybtang",20,2,4100,78,24.609437
"DEbest","stybtang",20,2,4150,79,24.609437
"DEbest","stybtang",20,2,4200,80,24.004847
"DEbest","stybtang",20,2,4250,81,21.678881
"DEbest","stybtang",20,2,4300,82,21.678881
"DEbest","stybtang",20,2,4350,83,21.678881
"DEbest","stybtang",20,2,4400,84,20.787713
"DEbest","stybtang",20,2,4450,85,20.593459
"DEbest","stybtang",20,2,4500,86,20.593459
"DEbest","stybtang",20,2,4550,87,18.986285
"DEbest","stybtang",20,2,4600,88,18.986285
"DEbest","stybtang",20,2,4650,89,18.986285
"DEbest","stybtang",20,2,4700,90,18.807511
"DEbest","stybtang",20,2,4750,91,17.883643
"DEbest","stybtang",20,2,4800,92,17.286206
"DEbest","stybtang",20,2,4850,93,16.561945
"DEbest","stybtang",20,2,4900,94,16.561945
"DEbest","stybtang",20,2,4950,95,15.776232
"DEbest","stybtang",20,2,5000,96,15.776232
"DEbest","stybtang",20,3,250,1,382.230745
"DEbest","stybtang",20,3,300,2,382.230745
"DEbest","stybtang",20,3,350,3,382.230745
"DEbest","stybtang",20,3,400,4,350.942699
"DEbest","stybtang",20,3,450,5,350.942699
"DEbest","stybtang",20,3,500,6,350.942699
"DEbest","stybtang",20,3,550,7,350.942699
"DEbest","stybtang",20,3,600,8,350.942699
"DEbest","stybtang",20,3,650,9,350.942699
"DEbest","stybtang",20,3,700,10,324.592079
"DEbest","stybtang",20,3,750,11,324.592079
"DEbest","stybtang",20,3,800,12,324.592079
"DEbest","stybtang",20,3,850,13,324.592079
"DEbest","stybtang",20,3,900,14,324.592079
"DEbest","stybtang",20,3,950,15,324.592079
"DEbest","stybtang",20,3,1000,16,287.527409
"DEbest","stybtang",20,3,1050,17,287.527409
"DEbest","stybtang",20,3,1100,18,287.527409
"DEbest","stybtang",20,3,1150,19,287.527409
"DEbest","stybtang",20,3,1200,20,287.527409
"DEbest","stybtang",20,3,1250,21,287.527409
"DEbest","stybtang",20,3,1300,22,287.527409
"DEbest","stybtang",20,3,1350,23,287.527409
"DEbest","stybtang",20,3,1400,24,287.527409
"DEbest","stybtang",20,3,1450,25,287.527409
"DEbest","stybtang",20,3,1500,26,287.527409
"DEbest","stybtang",20,3,1550,27,287.527409
"DEbest","stybtang",20,3,1600,28,287.527409
"DEbest","stybtang",20,3,1650,29,287.527409
"DEbest","stybtang",20,3,1700,30,287.527409
"DEbest","stybtang",20,3,1750,31,287.527409
"DEbest","stybtang",20,3,1800,32,286.018599
"DEbest","stybtang",20,3,1850,33,286.018599
"DEbest","stybtang",20,3,1900,34,286.018599
"DEbest","stybtang",20,3,1950,35,286.018599
"DEbest","stybtang",20,3,2000,36,278.716814
"DEbest","stybtang",20,3,2050,37,278.716814
"DEbest","stybtang",20,3,2100,38,261.338773
"DEbest","stybtang",20,3,2150,39,261.338773
"DEbest","stybtang",20,3,2200,40,261.338773
"DEbest","stybtang",20,3,2250,41,261.338773
"DEbest","stybtang",20,3,2300,42,261.338773
"DEbest","stybtang",20,3,2350,43,228.476022
"DEbest","stybtang",20,3,2400,44,228.476022
"DEbest","stybtang",20,3,2450,45,228.476022
"DEbest","stybtang",20,3,2500,46,228.476022
"DEbest","stybtang",20,3,2550,47,228.476022
"DEbest","stybtang",20,3,2600,48,228.476022
"DEbest","stybtang",20,3,2650,49,228.476022
"DEbest","stybtang",20,3,2700,50,228.476022
"DEbest","stybtang",20,3,2750,51,228.476022
"DEbest","stybtang",20,3,2800,52,222.810190
"DEbest","stybtang",20,3,2850,53,222.810190
"DEbest","stybtang",20,3,2900,54,222.810190
"DEbest","stybtang",20,3,2950,55,222.810190
"DEbest","stybtang",20,3,3000,56,203.430397
"DEbest","stybtang",20,3,3050,57,203.430397
"DEbest","stybtang",20,3,3100,58,203.430397
"DEbest","stybtang",20,3,3150,59,203.430397
"DEbest","stybtang",20,3,3200,60,203.430397
"DEbest","stybtang",20,3,3250,61,203.430397
"DEbest","stybtang",20,3,3300,62,197.670121
"DEbest","stybtang",20,3,3350,63,193.143872
"DEbest","stybtang",20,3,3400,64,123.817742
"DEbest","stybtang",20,3,3450,65,123.817742
"DEbest","stybtang",20,3,3500,66,123.817742
"DEbest","stybtang",20,3,3550,67,123.817742
"DEbest","stybtang",20,3,3600,68,123.817742
"DEbest","stybtang",20,3,3650,69,123.817742
"DEbest","stybtang",20,3,3700,70,123.817742
"DEbest","stybtang",20,3,3750,71,123.817742
"DEbest","stybtang",20,3,3800,72,123.817742
"DEbest","stybtang",20,3,3850,73,123.817742
"DEbest","stybtang",20,3,3900,74,123.817742
"DEbest","stybtang",20,3,3950,75,123.817742
"DEbest","stybtang",20,3,4000,76,123.817742
"DEbest","stybtang",20,3,4050,77,123.817742
"DEbest","stybtang",20,3,4100,78,105.059824
"DEbest","stybtang",20,3,4150,79,105.059824
"DEbest","stybtang",20,3,4200,80,105.059824
"DEbest","stybtang",20,3,4250,81,105.059824
"DEbest","stybtang",20,3,4300,82,100.738519
"DEbest","stybtang",20,3,4350,83,100.738519
"DEbest","stybtang",20,3,4400,84,91.982147
"DEbest","stybtang",20,3,4450,85,91.409232
"DEbest","stybtang",20,3,4500,86,90.855408
"DEbest","stybtang",20,3,4550,87,90.855408
"DEbest","stybtang",20,3,4600,88,71.196638
"DEbest","stybtang",20,3,4650,89,71.196638
"DEbest","stybtang",20,3,4700,90,64.721744
"DEbest","stybtang",20,3,4750,91,64.721744
"DEbest","stybtang",20,3,4800,92,64.721744
"DEbest","stybtang",20,3,4850,93,63.261520
"DEbest","stybtang",20,3,4900,94,63.261520
"DEbest","stybtang",20,3,4950,95,55.228316
"DEbest","stybtang",20,3,5000,96,55.228316
"DEbest","stybtang",20,4,250,1,379.921955
"DEbest","stybtang",20,4,300,2,298.004939
"DEbest","stybtang",20,4,350,3,298.004939
"DEbest","stybtang",20,4,400,4,287.375952
"DEbest","stybtang",20,4,450,5,287.375952
"DEbest","stybtang",20,4,500,6,287.375952
"DEbest","stybtang",20,4,550,7,287.375952
"DEbest","stybtang",20,4,600,8,287.375952
"DEbest","stybtang",20,4,650,9,267.198603
"DEbest","stybtang",20,4,700,10,267.198603
"DEbest","stybtang",20,4,750,11,267.198603
"DEbest","stybtang",20,4,800,12,267.198603
"DEbest","stybtang",20,4,850,13,267.198603
"DEbest","stybtang",20,4,900,14,267.198603
"DEbest","stybtang",20,4,950,15,267.198603
"DEbest","stybtang",20,4,1000,16,267.198603
"DEbest","stybtang",20,4,1050,17,267.198603
"DEbest","stybtang",20,4,1100,18,267.198603
"DEbest","stybtang",20,4,1150,19,267.198603
"DEbest","stybtang",20,4,1200,20,267.198603
"DEbest","stybtang",20,4,1250,21,267.198603
"DEbest","stybtang",20,4,1300,22,267.198603
"DEbest","stybtang",20,4,1350,23,267.198603
"DEbest","stybtang",20,4,1400,24,267.198603
"DEbest","stybtang",20,4,1450,25,267.198603
"DEbest","stybtang",20,4,1500,26,267.198603
"DEbest","stybtang",20,4,1550,27,267.198603
"DEbest","stybtang",20,4,1600,28,267.198603
"DEbest","stybtang",20,4,1650,29,267.198603
"DEbest","stybtang",20,4,1700,30,203.864057
"DEbest","stybtang",20,4,1750,31,203.864057
"DEbest","stybtang",20,4,1800,32,203.864057
"DEbest","stybtang",20,4,1850,33,203.864057
"DEbest","stybtang",20,4,1900,34,203.864057
"DEbest","stybtang",20,4,1950,35,203.864057
"DEbest","stybtang",20,4,2000,36,177.250658
"DEbest","stybtang",20,4,2050,37,177.250658
"DEbest","stybtang",20,4,2100,38,177.250658
"DEbest","stybtang",20,4,2150,39,177.250658
"DEbest","stybtang",20,4,2200,40,177.250658
"DEbest","stybtang",20,4,2250,41,177.250658
"DEbest","stybtang",20,4,2300,42,177.250658
"DEbest","stybtang",20,4,2350,43,177.250658
"DEbest","stybtang",20,4,2400,44,177.250658
"DEbest","stybtang",20,4,2450,45,175.710581
"DEbest","stybtang",20,4,2500,46,168.192596
"DEbest","stybtang",20,4,2550,47,168.192596
"DEbest","stybtang",20,4,2600,48,168.192596
"DEbest","stybtang",20,4,2650,49,168.192596
"DEbest","stybtang",20,4,2700,50,168.192596
"DEbest","stybtang",20,4,2750,51,168.192596
"DEbest","stybtang",20,4,2800,52,168.192596
"DEbest","stybtang",20,4,2850,53,166.912877
"DEbest","stybtang",20,4,2900,54,157.073957
"DEbest","stybtang",20,4,2950,55,157.073957
"DEbest","stybtang",20,4,3000,56,157.073957
"DEbest","stybtang",20,4,3050,57,157.073957
"DEbest","stybtang",20,4,3100,58,150.156964
"DEbest","stybtang",20,4,3150,59,133.335245
"DEbest","stybtang",20,4,3200,60,133.335245
"DEbest","stybtang",20,4,3250,61,133.335245
"DEbest","stybtang",20,4,3300,62,133.335245
"DEbest","stybtang",20,4,3350,63,120.718842
"DEbest","stybtang",20,4,3400,64,98.914523
"DEbest","stybtang",20,4,3450,65,98.914523
"DEbest","stybtang",20,4,3500,66,98.914523
"DEbest","stybtang",20,4,3550,67,92.485069
"DEbest","stybtang",20,4,3600,68,92.485069
"DEbest","stybtang",20,4,3650,69,92.485069
"DEbest","stybtang",20,4,3700,70,92.485069
"DEbest","stybtang",20,4,3750,71,83.786712
"DEbest","stybtang",20,4,3800,72,82.067185
"DEbest","stybtang",20,4,3850,73,79.190561
"DEbest","stybtang",20,4,3900,74,79.190561
"DEbest","stybtang",20,4,3950,75,77.024558
"DEbest","stybtang",20,4,4000,76,69.500085
"DEbest","stybtang",20,4,4050,77,69.500085
"DEbest","stybtang",20,4,4100,78,67.034637
"DEbest","stybtang",20,4,4150,79,67.034637
"DEbest","stybtang",20,4,4200,80,67.034637
"DEbest","stybtang",20,4,4250,81,67.034637
"DEbest","stybtang",20,4,4300,82,66.015626
